geoid,name,state,japanese_pop,total_pop,japanese_pct
04013112523,"Maricopa County (1125.23)","Arizona",0,4290,0
48085031682,"Collin County (316.82)","Texas",0,4821,0
48085031673,"Collin County (316.73)","Texas",0,2941,0
48085032018,"Collin County (320.18)","Texas",41,3478,1.18
27027030400,"Clay County (304)","Minnesota",27,2528,1.07
36005033601,"Bronx County (336.01)","New York",0,4414,0
36061010802,"New York County (108.02)","New York",79,4136,1.91
04013422649,"Maricopa County (4226.49)","Arizona",0,7294,0
09110417200,"Capitol Planning Region (4172)","Connecticut",0,1501,0
12099007853,"Palm Beach County (78.53)","Florida",0,2310,0
12095016814,"Orange County (168.14)","Florida",0,5274,0
42029302207,"Chester County (3022.07)","Pennsylvania",0,884,0
49035113544,"Salt Lake County (1135.44)","Utah",0,4304,0
25017359301,"Middlesex County (3593.01)","Massachusetts",0,0,0
25025070104,"Suffolk County (701.04)","Massachusetts",11,2491,0.44
48167720508,"Galveston County (7205.08)","Texas",0,2644,0
17031803007,"Cook County (8030.07)","Illinois",0,5092,0
17031804104,"Cook County (8041.04)","Illinois",401,4940,8.12
17031770601,"Cook County (7706.01)","Illinois",0,3443,0
47037010602,"Davidson County (106.02)","Tennessee",19,3099,0.61
47037015501,"Davidson County (155.01)","Tennessee",34,3676,0.92
53071920000,"Walla Walla County (9200)","Washington",0,5876,0
30013000100,"Cascade County (1)","Montana",0,2530,0
28049002500,"Hinds County (25)","Mississippi",0,1646,0
17031222900,"Cook County (2229)","Illinois",0,1171,0
17031220602,"Cook County (2206.02)","Illinois",0,4358,0
17031062400,"Cook County (624)","Illinois",0,1803,0
45019000700,"Charleston County (7)","South Carolina",0,2879,0
16027020905,"Canyon County (209.05)","Idaho",19,3746,0.51
12011070324,"Broward County (703.24)","Florida",0,6759,0
12011042801,"Broward County (428.01)","Florida",0,4722,0
12011080105,"Broward County (801.05)","Florida",13,3922,0.33
12011050314,"Broward County (503.14)","Florida",0,3764,0
48209010911,"Hays County (109.11)","Texas",15,3785,0.4
48367140202,"Parker County (1402.02)","Texas",0,4197,0
41003000102,"Benton County (1.02)","Oregon",0,3280,0
32031001904,"Washoe County (19.04)","Nevada",0,2274,0
32031000104,"Washoe County (1.04)","Nevada",18,2507,0.72
51121020302,"Montgomery County (203.02)","Virginia",27,4239,0.64
04013216858,"Maricopa County (2168.58)","Arizona",0,0,0
04013116734,"Maricopa County (1167.34)","Arizona",0,1407,0
04013113702,"Maricopa County (1137.02)","Arizona",11,2439,0.45
30063001602,"Missoula County (16.02)","Montana",18,2887,0.62
04021000321,"Pinal County (3.21)","Arizona",0,3534,0
04021000225,"Pinal County (2.25)","Arizona",0,3097,0
32003003661,"Clark County (36.61)","Nevada",0,4855,0
32003005869,"Clark County (58.69)","Nevada",210,3366,6.24
32003005863,"Clark County (58.63)","Nevada",13,2458,0.53
32003003662,"Clark County (36.62)","Nevada",64,7292,0.88
26081013803,"Kent County (138.03)","Michigan",9,3417,0.26
26081014809,"Kent County (148.09)","Michigan",0,6050,0
26081014506,"Kent County (145.06)","Michigan",0,2539,0
18057110821,"Hamilton County (1108.21)","Indiana",202,4599,4.39
22045030303,"Iberia Parish (303.03)","Louisiana",0,3322,0
53033000404,"King County (4.04)","Washington",82,3668,2.24
12109021410,"St. Johns County (214.10)","Florida",0,2549,0
06037578100,"Los Angeles County (5781)","California",25,2273,1.1
22051030000,"Jefferson Parish (300)","Louisiana",0,2515,0
22051030200,"Jefferson Parish (302)","Louisiana",0,4869,0
35031945602,"McKinley County (9456.02)","New Mexico",0,3394,0
40109980009,"Oklahoma County (9800.09)","Oklahoma",0,69,0
48201340201,"Harris County (3402.01)","Texas",0,0,0
40109108235,"Oklahoma County (1082.35)","Oklahoma",0,2911,0
12099007779,"Palm Beach County (77.79)","Florida",0,3802,0
26145012300,"Saginaw County (123)","Michigan",0,2952,0
26145001500,"Saginaw County (15)","Michigan",0,3082,0
72031050232,"Carolina Municipio (502.32)","Puerto Rico",0,0,0
72031050231,"Carolina Municipio (502.31)","Puerto Rico",0,0,0
42021010600,"Cambria County (106)","Pennsylvania",0,2507,0
25017350800,"Middlesex County (3508)","Massachusetts",8,1990,0.4
18095001100,"Madison County (11)","Indiana",0,2782,0
18095002000,"Madison County (20)","Indiana",0,3808,0
12001000600,"Alachua County (6)","Florida",0,4391,0
12001001201,"Alachua County (12.01)","Florida",11,2785,0.39
17031191100,"Cook County (1911)","Illinois",0,6279,0
17031170300,"Cook County (1703)","Illinois",0,4794,0
47073050601,"Hawkins County (506.01)","Tennessee",0,5944,0
25017354400,"Middlesex County (3544)","Massachusetts",0,1924,0
25017341400,"Middlesex County (3414)","Massachusetts",50,6908,0.72
25017374700,"Middlesex County (3747)","Massachusetts",61,4407,1.38
26139021904,"Ottawa County (219.04)","Michigan",0,3383,0
21151010602,"Madison County (106.02)","Kentucky",0,2639,0
48381021610,"Randall County (216.10)","Texas",0,3894,0
48027023001,"Bell County (230.01)","Texas",0,6074,0
48027022001,"Bell County (220.01)","Texas",0,4242,0
09130541301,"Lower Connecticut River Valley Planning Region (5413.01)","Connecticut",0,1952,0
30111001805,"Yellowstone County (18.05)","Montana",22,3973,0.55
18063210611,"Hendricks County (2106.11)","Indiana",18,13964,0.13
49049010119,"Utah County (101.19)","Utah",0,2985,0
49049010226,"Utah County (102.26)","Utah",0,3940,0
06083002933,"Santa Barbara County (29.33)","California",115,7693,1.49
40019892601,"Carter County (8926.01)","Oklahoma",0,3540,0
25017333602,"Middlesex County (3336.02)","Massachusetts",0,7253,0
25017351101,"Middlesex County (3511.01)","Massachusetts",8,3230,0.25
25017342502,"Middlesex County (3425.02)","Massachusetts",0,3581,0
06059052532,"Orange County (525.32)","California",191,5904,3.24
06059052530,"Orange County (525.30)","California",747,6285,11.89
40119010901,"Payne County (109.01)","Oklahoma",15,2759,0.54
40143011400,"Tulsa County (114)","Oklahoma",0,3069,0
40143007644,"Tulsa County (76.44)","Oklahoma",0,2894,0
40143007532,"Tulsa County (75.32)","Oklahoma",129,4329,2.98
33015101102,"Rockingham County (1011.02)","New Hampshire",0,2813,0
51087200142,"Henrico County (2001.42)","Virginia",48,3702,1.3
16001010361,"Ada County (103.61)","Idaho",25,4150,0.6
15003002006,"Honolulu County (20.06)","Hawaii",945,2188,43.19
15003007808,"Honolulu County (78.08)","Hawaii",950,2951,32.19
15003002900,"Honolulu County (29)","Hawaii",914,2412,37.89
18003011701,"Allen County (117.01)","Indiana",120,4316,2.78
18003010500,"Allen County (105)","Indiana",0,2830,0
12073000800,"Leon County (8)","Florida",45,2719,1.66
12073001401,"Leon County (14.01)","Florida",0,2679,0
12077950100,"Liberty County (9501)","Florida",3,2367,0.13
12091022600,"Okaloosa County (226)","Florida",0,3552,0
13271950500,"Telfair County (9505)","Georgia",0,2319,0
13299950300,"Ware County (9503)","Georgia",0,2634,0
18179040100,"Wells County (401)","Indiana",0,5897,0
18179040200,"Wells County (402)","Indiana",0,3713,0
19163012000,"Scott County (120)","Iowa",0,3474,0
29077001500,"Greene County (15)","Missouri",0,5324,0
17031063000,"Cook County (630)","Illinois",31,3062,1.01
17043840101,"DuPage County (8401.01)","Illinois",21,5420,0.39
42029300700,"Chester County (3007)","Pennsylvania",44,5278,0.83
42029302706,"Chester County (3027.06)","Pennsylvania",0,5333,0
25017321400,"Middlesex County (3214)","Massachusetts",0,4466,0
25017315100,"Middlesex County (3151)","Massachusetts",45,5883,0.76
25017388300,"Middlesex County (3883)","Massachusetts",0,6259,0
20037957500,"Crawford County (9575)","Kansas",0,2010,0
47149041900,"Rutherford County (419)","Tennessee",0,4227,0
17031671600,"Cook County (6716)","Illinois",0,1829,0
17031590500,"Cook County (5905)","Illinois",0,1630,0
17031560400,"Cook County (5604)","Illinois",0,1438,0
20173007702,"Sedgwick County (77.02)","Kansas",0,5764,0
20173004301,"Sedgwick County (43.01)","Kansas",0,3088,0
51520020201,"Bristol city (202.01)","Virginia",0,2578,0
42089300322,"Monroe County (3003.22)","Pennsylvania",0,2455,0
48397040411,"Rockwall County (404.11)","Texas",0,3766,0
42017100214,"Bucks County (1002.14)","Pennsylvania",0,3405,0
49047968404,"Uintah County (9684.04)","Utah",29,3903,0.74
49035114301,"Salt Lake County (1143.01)","Utah",0,5159,0
49035112504,"Salt Lake County (1125.04)","Utah",0,2972,0
01089010303,"Madison County (103.03)","Alabama",0,4184,0
20091053431,"Johnson County (534.31)","Kansas",0,2627,0
20091051912,"Johnson County (519.12)","Kansas",0,2554,0
48303000902,"Lubbock County (9.02)","Texas",0,4025,0
16001010348,"Ada County (103.48)","Idaho",57,3854,1.48
16001000902,"Ada County (9.02)","Idaho",5,6324,0.08
16001001402,"Ada County (14.02)","Idaho",0,2963,0
26163593001,"Wayne County (5930.01)","Michigan",1,5375,0.02
26163583101,"Wayne County (5831.01)","Michigan",0,3233,0
26163983800,"Wayne County (9838)","Michigan",0,0,0
26163576001,"Wayne County (5760.01)","Michigan",0,1537,0
26163983901,"Wayne County (9839.01)","Michigan",0,15,0
12081002021,"Manatee County (20.21)","Florida",0,10118,0
12081001705,"Manatee County (17.05)","Florida",0,2750,0
34029732003,"Ocean County (7320.03)","New Jersey",0,4498,0
34029715502,"Ocean County (7155.02)","New Jersey",0,8295,0
04019003505,"Pima County (35.05)","Arizona",47,4780,0.98
12103026602,"Pinellas County (266.02)","Florida",10,4261,0.23
12103022501,"Pinellas County (225.01)","Florida",0,4785,0
12103022801,"Pinellas County (228.01)","Florida",0,4863,0
18035001500,"Delaware County (15)","Indiana",0,2282,0
20159967200,"Rice County (9672)","Kansas",0,3633,0
01089010502,"Madison County (105.02)","Alabama",7,5535,0.13
18011810200,"Boone County (8102)","Indiana",0,3461,0
12117021307,"Seminole County (213.07)","Florida",59,7103,0.83
12127082201,"Volusia County (822.01)","Florida",16,3765,0.42
26063951000,"Huron County (9510)","Michigan",0,3928,0
22033005000,"East Baton Rouge Parish (50)","Louisiana",0,3742,0
22033001900,"East Baton Rouge Parish (19)","Louisiana",0,3466,0
36029016400,"Erie County (164)","New York",0,3089,0
36029014601,"Erie County (146.01)","New York",0,5299,0
06019007500,"Fresno County (75)","California",19,5071,0.37
06019004506,"Fresno County (45.06)","California",55,3568,1.54
21121930200,"Knox County (9302)","Kentucky",0,3639,0
37163970900,"Sampson County (9709)","North Carolina",0,2891,0
20111000400,"Lyon County (4)","Kansas",60,3075,1.95
17031430600,"Cook County (4306)","Illinois",75,1722,4.36
17031836300,"Cook County (8363)","Illinois",37,1849,2
17031381700,"Cook County (3817)","Illinois",0,0,0
18123952300,"Perry County (9523)","Indiana",0,3298,0
18125954100,"Pike County (9541)","Indiana",0,2985,0
21217920100,"Taylor County (9201)","Kentucky",0,2651,0
17119403001,"Madison County (4030.01)","Illinois",6,6644,0.09
17119400802,"Madison County (4008.02)","Illinois",3,6076,0.05
48303010409,"Lubbock County (104.09)","Texas",6,1107,0.54
48303001906,"Lubbock County (19.06)","Texas",0,2789,0
13245010109,"Richmond County (101.09)","Georgia",32,2952,1.08
48121021528,"Denton County (215.28)","Texas",0,2531,0
48121020508,"Denton County (205.08)","Texas",0,2561,0
48121021203,"Denton County (212.03)","Texas",0,4124,0
48121020132,"Denton County (201.32)","Texas",54,6236,0.87
08059980700,"Jefferson County (9807)","Colorado",0,0,0
08059009853,"Jefferson County (98.53)","Colorado",13,2695,0.48
06067007026,"Sacramento County (70.26)","California",169,6023,2.81
06067004910,"Sacramento County (49.10)","California",0,4543,0
06067009652,"Sacramento County (96.52)","California",0,6235,0
06067004015,"Sacramento County (40.15)","California",419,4440,9.44
42027011903,"Centre County (119.03)","Pennsylvania",5,1641,0.3
34001011704,"Atlantic County (117.04)","New Jersey",0,4424,0
34021004408,"Mercer County (44.08)","New Jersey",0,5307,0
34021002902,"Mercer County (29.02)","New Jersey",0,5404,0
42045410401,"Delaware County (4104.01)","Pennsylvania",46,2667,1.72
34023003601,"Middlesex County (36.01)","New Jersey",0,8218,0
36019100101,"Clinton County (1001.01)","New York",0,2687,0
36081089201,"Queens County (892.01)","New York",0,9116,0
36081000104,"Queens County (1.04)","New York",0,281,0
36081037501,"Queens County (375.01)","New York",0,1487,0
36081047801,"Queens County (478.01)","New York",0,4075,0
36081053502,"Queens County (535.02)","New York",0,0,0
36081047802,"Queens County (478.02)","New York",0,1422,0
18097321900,"Marion County (3219)","Indiana",21,5597,0.38
15001020702,"Hawaii County (207.02)","Hawaii",2275,4896,46.47
15001021502,"Hawaii County (215.02)","Hawaii",1478,5411,27.31
28013950200,"Calhoun County (9502)","Mississippi",0,1308,0
28033070210,"DeSoto County (702.10)","Mississippi",0,6907,0
26125160800,"Oakland County (1608)","Michigan",0,3957,0
26125162400,"Oakland County (1624)","Michigan",58,2156,2.69
26125197100,"Oakland County (1971)","Michigan",0,3398,0
72061040442,"Guaynabo Municipio (404.42)","Puerto Rico",0,0,0
39095003000,"Lucas County (30)","Ohio",54,1769,3.05
39095010200,"Lucas County (102)","Ohio",0,2668,0
26125180000,"Oakland County (1800)","Michigan",0,2445,0
26125175000,"Oakland County (1750)","Michigan",0,2693,0
47157021900,"Shelby County (219)","Tennessee",0,5088,0
47157000600,"Shelby County (6)","Tennessee",0,1578,0
47157007200,"Shelby County (72)","Tennessee",70,2782,2.52
17031808302,"Cook County (8083.02)","Illinois",0,4196,0
28029950200,"Copiah County (9502)","Mississippi",0,4440,0
21015070503,"Boone County (705.03)","Kentucky",0,6566,0
24019970702,"Dorchester County (9707.02)","Maryland",0,4100,0
16055001002,"Kootenai County (10.02)","Idaho",25,5241,0.48
06085508303,"Santa Clara County (5083.03)","California",103,2647,3.89
06085507808,"Santa Clara County (5078.08)","California",80,5720,1.4
06085504806,"Santa Clara County (5048.06)","California",9,2753,0.33
48117950400,"Deaf Smith County (9504)","Texas",0,4742,0
26065003103,"Ingham County (31.03)","Michigan",0,6323,0
06065042630,"Riverside County (426.30)","California",35,6898,0.51
06065051402,"Riverside County (514.02)","California",43,3058,1.41
06065045614,"Riverside County (456.14)","California",18,1293,1.39
26107961002,"Mecosta County (9610.02)","Michigan",0,2954,0
11001001304,"District of Columbia (13.04)","District of Columbia",28,3823,0.73
11001005004,"District of Columbia (50.04)","District of Columbia",39,3750,1.04
28163950601,"Yazoo County (9506.01)","Mississippi",0,1864,0
53011041113,"Clark County (411.13)","Washington",0,2577,0
06071010038,"San Bernardino County (100.38)","California",8,5372,0.15
06071007905,"San Bernardino County (79.05)","California",185,3918,4.72
06071005101,"San Bernardino County (51.01)","California",0,4913,0
06071002406,"San Bernardino County (24.06)","California",0,2602,0
06071012201,"San Bernardino County (122.01)","California",45,7408,0.61
48157672906,"Fort Bend County (6729.06)","Texas",0,7243,0
48157673105,"Fort Bend County (6731.05)","Texas",23,4517,0.51
48157673403,"Fort Bend County (6734.03)","Texas",0,12040,0
25025170503,"Suffolk County (1705.03)","Massachusetts",0,1361,0
25025110104,"Suffolk County (1101.04)","Massachusetts",0,1797,0
48439105517,"Tarrant County (1055.17)","Texas",0,3475,0
45079011802,"Richland County (118.02)","South Carolina",0,2713,0
45079010312,"Richland County (103.12)","South Carolina",68,5404,1.26
39049008167,"Franklin County (81.67)","Ohio",0,3139,0
39049009393,"Franklin County (93.93)","Ohio",0,3948,0
39049010900,"Franklin County (109)","Ohio",0,5127,0
39049007302,"Franklin County (73.02)","Ohio",0,4134,0
08031002604,"Denver County (26.04)","Colorado",0,2362,0
26125188100,"Oakland County (1881)","Michigan",8,2539,0.32
22051020502,"Jefferson Parish (205.02)","Louisiana",0,5709,0
22051025104,"Jefferson Parish (251.04)","Louisiana",0,3601,0
01105686800,"Perry County (6868)","Alabama",0,501,0
05035030201,"Crittenden County (302.01)","Arkansas",0,5163,0
26125160400,"Oakland County (1604)","Michigan",13,3525,0.37
26125194100,"Oakland County (1941)","Michigan",0,2798,0
26125183600,"Oakland County (1836)","Michigan",29,3740,0.78
26125172500,"Oakland County (1725)","Michigan",0,2337,0
22071005602,"Orleans Parish (56.02)","Louisiana",20,3952,0.51
22071001701,"Orleans Parish (17.01)","Louisiana",0,1893,0
22005030600,"Ascension Parish (306)","Louisiana",0,6635,0
26017285800,"Bay County (2858)","Michigan",0,6044,0
72119130601,"Río Grande Municipio (1306.01)","Puerto Rico",0,0,0
18177010800,"Wayne County (108)","Indiana",7,3096,0.23
18177000200,"Wayne County (2)","Indiana",0,3536,0
22079012400,"Rapides Parish (124)","Louisiana",0,4243,0
06085511913,"Santa Clara County (5119.13)","California",136,4282,3.18
06085506703,"Santa Clara County (5067.03)","California",188,3870,4.86
48121021614,"Denton County (216.14)","Texas",22,3802,0.58
26075006803,"Jackson County (68.03)","Michigan",0,2759,0
23009965200,"Hancock County (9652)","Maine",6,2361,0.25
08023972700,"Costilla County (9727)","Colorado",5,1916,0.26
23003952700,"Aroostook County (9527)","Maine",2,2666,0.08
27061480805,"Itasca County (4808.05)","Minnesota",0,2488,0
36067004401,"Onondaga County (44.01)","New York",0,2920,0
41013950302,"Crook County (9503.02)","Oregon",0,3450,0
22103040606,"St. Tammany Parish (406.06)","Louisiana",0,3826,0
06039000701,"Madera County (7.01)","California",0,5803,0
06001441929,"Alameda County (4419.29)","California",6,3287,0.18
06001420301,"Alameda County (4203.01)","California",199,2381,8.36
21035010304,"Calloway County (103.04)","Kentucky",5,4204,0.12
47065011448,"Hamilton County (114.48)","Tennessee",0,4063,0
36065026502,"Oneida County (265.02)","New York",0,205,0
12009060105,"Brevard County (601.05)","Florida",0,2254,0
12009069907,"Brevard County (699.07)","Florida",10,2873,0.35
12009065025,"Brevard County (650.25)","Florida",53,1903,2.79
22109000901,"Terrebonne Parish (9.01)","Louisiana",0,3167,0
48061011906,"Cameron County (119.06)","Texas",0,1720,0
48061010403,"Cameron County (104.03)","Texas",0,3459,0
48061014401,"Cameron County (144.01)","Texas",0,7576,0
48061012103,"Cameron County (121.03)","Texas",0,666,0
53073010101,"Whatcom County (101.01)","Washington",29,2761,1.05
29023950301,"Butler County (9503.01)","Missouri",79,3800,2.08
51153900602,"Prince William County (9006.02)","Virginia",0,3757,0
26163539400,"Wayne County (5394)","Michigan",0,3634,0
22073010900,"Ouachita Parish (109)","Louisiana",0,4759,0
22087030209,"St. Bernard Parish (302.09)","Louisiana",0,3857,0
26049003300,"Genesee County (33)","Michigan",0,2113,0
26049010502,"Genesee County (105.02)","Michigan",0,3569,0
26049011213,"Genesee County (112.13)","Michigan",0,4917,0
26163501900,"Wayne County (5019)","Michigan",0,2674,0
26163501500,"Wayne County (5015)","Michigan",0,4175,0
01073003002,"Jefferson County (30.02)","Alabama",0,2233,0
06077003112,"San Joaquin County (31.12)","California",27,2878,0.94
37051003302,"Cumberland County (33.02)","North Carolina",0,5384,0
26163594200,"Wayne County (5942)","Michigan",0,2473,0
18007100300,"Benton County (1003)","Indiana",0,2279,0
06085511000,"Santa Clara County (5110)","California",322,7180,4.48
06085509404,"Santa Clara County (5094.04)","California",303,6256,4.84
06085501102,"Santa Clara County (5011.02)","California",77,4273,1.8
26077002005,"Kalamazoo County (20.05)","Michigan",0,4106,0
20177002602,"Shawnee County (26.02)","Kansas",69,6273,1.1
20177003001,"Shawnee County (30.01)","Kansas",0,2951,0
21067001800,"Fayette County (18)","Kentucky",0,2417,0
26101000800,"Manistee County (8)","Michigan",22,3579,0.61
72085190201,"Las Piedras Municipio (1902.01)","Puerto Rico",0,0,0
55087012506,"Outagamie County (125.06)","Wisconsin",70,4914,1.42
55087011800,"Outagamie County (118)","Wisconsin",0,1847,0
47075930500,"Haywood County (9305)","Tennessee",0,2700,0
53077000301,"Yakima County (3.01)","Washington",15,2741,0.55
22005030213,"Ascension Parish (302.13)","Louisiana",0,4521,0
45061920202,"Lee County (9202.02)","South Carolina",0,2117,0
06113010313,"Yolo County (103.13)","California",53,4961,1.07
20091053429,"Johnson County (534.29)","Kansas",0,4108,0
06019008503,"Fresno County (85.03)","California",0,4028,0
06019001415,"Fresno County (14.15)","California",33,5433,0.61
06019007903,"Fresno County (79.03)","California",9,7301,0.12
06029003209,"Kern County (32.09)","California",0,4724,0
06029003125,"Kern County (31.25)","California",0,3271,0
06029003131,"Kern County (31.31)","California",5,3111,0.16
06029000509,"Kern County (5.09)","California",0,3042,0
06029003817,"Kern County (38.17)","California",0,3940,0
06029002305,"Kern County (23.05)","California",0,2722,0
45063021046,"Lexington County (210.46)","South Carolina",16,2431,0.66
48491021406,"Williamson County (214.06)","Texas",0,4938,0
48491020356,"Williamson County (203.56)","Texas",72,2883,2.5
17197880322,"Will County (8803.22)","Illinois",0,7152,0
17197880425,"Will County (8804.25)","Illinois",0,4402,0
48201252304,"Harris County (2523.04)","Texas",0,4171,0
48201321002,"Harris County (3210.02)","Texas",0,5200,0
48201555002,"Harris County (5550.02)","Texas",0,4839,0
48201550308,"Harris County (5503.08)","Texas",0,2993,0
48201330901,"Harris County (3309.01)","Texas",0,10349,0
48201452701,"Harris County (4527.01)","Texas",0,4022,0
48201341203,"Harris County (3412.03)","Texas",0,2698,0
26163531300,"Wayne County (5313)","Michigan",0,1236,0
26163558100,"Wayne County (5581)","Michigan",37,3429,1.08
01103005303,"Morgan County (53.03)","Alabama",0,3937,0
01125011701,"Tuscaloosa County (117.01)","Alabama",0,2658,0
02020000201,"Anchorage Municipality (2.01)","Alaska",0,5133,0
02122000200,"Kenai Peninsula Borough (2)","Alaska",3,6040,0.05
02122000400,"Kenai Peninsula Borough (4)","Alaska",0,7418,0
26163563500,"Wayne County (5635)","Michigan",0,6070,0
26163542900,"Wayne County (5429)","Michigan",0,3490,0
26099262600,"Macomb County (2626)","Michigan",0,2581,0
26099263900,"Macomb County (2639)","Michigan",0,3402,0
30105100100,"Valley County (1001)","Montana",4,1664,0.24
37133001000,"Onslow County (10)","North Carolina",10,6088,0.16
26081012500,"Kent County (125)","Michigan",10,4879,0.2
26081001400,"Kent County (14)","Michigan",0,2679,0
26081014100,"Kent County (141)","Michigan",7,2158,0.32
36055006700,"Monroe County (67)","New York",0,3222,0
36055014003,"Monroe County (140.03)","New York",60,4650,1.29
36055007100,"Monroe County (71)","New York",0,3045,0
47185935000,"White County (9350)","Tennessee",0,4162,0
17073030800,"Henry County (308)","Illinois",0,3624,0
19011960500,"Benton County (9605)","Iowa",7,5901,0.12
24025302802,"Harford County (3028.02)","Maryland",6,5416,0.11
24025301704,"Harford County (3017.04)","Maryland",37,3313,1.12
49035102600,"Salt Lake County (1026)","Utah",0,4068,0
49035112907,"Salt Lake County (1129.07)","Utah",9,4229,0.21
06111003102,"Ventura County (31.02)","California",17,4125,0.41
13089021824,"DeKalb County (218.24)","Georgia",0,2362,0
06111001801,"Ventura County (18.01)","California",13,3867,0.34
06111001509,"Ventura County (15.09)","California",51,4641,1.1
13089023220,"DeKalb County (232.20)","Georgia",0,3873,0
53007960301,"Chelan County (9603.01)","Washington",0,2246,0
35013001501,"Doña Ana County (15.01)","New Mexico",0,4457,0
26099242002,"Macomb County (2420.02)","Michigan",0,1556,0
26099240601,"Macomb County (2406.01)","Michigan",91,3849,2.36
26099222104,"Macomb County (2221.04)","Michigan",0,3028,0
15003002802,"Honolulu County (28.02)","Hawaii",530,2423,21.87
15003003605,"Honolulu County (36.05)","Hawaii",209,913,22.89
15003002301,"Honolulu County (23.01)","Hawaii",829,3282,25.26
15003006816,"Honolulu County (68.16)","Hawaii",153,2131,7.18
15003002205,"Honolulu County (22.05)","Hawaii",508,1866,27.22
48201433602,"Harris County (4336.02)","Texas",0,4053,0
48201431204,"Harris County (4312.04)","Texas",0,3195,0
48201411504,"Harris County (4115.04)","Texas",45,2669,1.69
48201232703,"Harris County (2327.03)","Texas",0,2693,0
48201310101,"Harris County (3101.01)","Texas",0,2768,0
48201240905,"Harris County (2409.05)","Texas",0,5370,0
48201321101,"Harris County (3211.01)","Texas",0,3896,0
48201550305,"Harris County (5503.05)","Texas",0,3275,0
48201533804,"Harris County (5338.04)","Texas",0,6437,0
48201422602,"Harris County (4226.02)","Texas",0,2359,0
48201313102,"Harris County (3131.02)","Texas",0,1789,0
48201550306,"Harris County (5503.06)","Texas",0,5063,0
48201980300,"Harris County (9803)","Texas",4,2918,0.14
26099245000,"Macomb County (2450)","Michigan",0,3197,0
26099254500,"Macomb County (2545)","Michigan",0,4216,0
26099255700,"Macomb County (2557)","Michigan",23,1749,1.32
26099250900,"Macomb County (2509)","Michigan",7,2347,0.3
29021000900,"Buchanan County (9)","Missouri",0,4568,0
12005002000,"Bay County (20)","Florida",0,1257,0
17043846104,"DuPage County (8461.04)","Illinois",42,4179,1.01
46099010102,"Minnehaha County (101.02)","South Dakota",0,4415,0
48241950400,"Jasper County (9504)","Texas",1,4939,0.02
41057960700,"Tillamook County (9607)","Oregon",0,3000,0
25003922100,"Berkshire County (9221)","Massachusetts",0,2507,0
17017960400,"Cass County (9604)","Illinois",0,2608,0
23019006100,"Penobscot County (61)","Maine",0,4038,0
55139003400,"Winnebago County (34)","Wisconsin",0,4477,0
48375013400,"Potter County (134)","Texas",0,3297,0
48375011800,"Potter County (118)","Texas",0,4372,0
24031703000,"Montgomery County (7030)","Maryland",21,1783,1.18
49035112805,"Salt Lake County (1128.05)","Utah",15,4939,0.3
49035113308,"Salt Lake County (1133.08)","Utah",0,5093,0
49035103700,"Salt Lake County (1037)","Utah",58,2738,2.12
01025957700,"Clarke County (9577)","Alabama",0,1229,0
18029080201,"Dearborn County (802.01)","Indiana",0,2493,0
01033020100,"Colbert County (201)","Alabama",0,3445,0
18127051102,"Porter County (511.02)","Indiana",0,4511,0
15003008940,"Honolulu County (89.40)","Hawaii",586,2912,20.12
09150905102,"Northeastern Connecticut Planning Region (9051.02)","Connecticut",0,3928,0
47157021143,"Shelby County (211.43)","Tennessee",0,5900,0
47157021144,"Shelby County (211.44)","Tennessee",0,3136,0
09140130202,"Naugatuck Valley Planning Region (1302.02)","Connecticut",0,4176,0
04003000102,"Cochise County (1.02)","Arizona",0,714,0
51065020103,"Fluvanna County (201.03)","Virginia",0,3192,0
49051960500,"Wasatch County (9605)","Utah",0,903,0
25027739402,"Worcester County (7394.02)","Massachusetts",0,2630,0
15003008949,"Honolulu County (89.49)","Hawaii",856,2054,41.67
48167720601,"Galveston County (7206.01)","Texas",0,3639,0
25009202103,"Essex County (2021.03)","Massachusetts",0,1547,0
37063001505,"Durham County (15.05)","North Carolina",0,4132,0
42029303803,"Chester County (3038.03)","Pennsylvania",0,4248,0
36119013401,"Westchester County (134.01)","New York",0,2766,0
36119001304,"Westchester County (13.04)","New York",0,2211,0
13121011310,"Fulton County (113.10)","Georgia",0,5376,0
13121001101,"Fulton County (11.01)","Georgia",40,3582,1.12
13121009203,"Fulton County (92.03)","Georgia",0,2649,0
13121011650,"Fulton County (116.50)","Georgia",0,4806,0
13121011632,"Fulton County (116.32)","Georgia",6,3340,0.18
13121010802,"Fulton County (108.02)","Georgia",0,4489,0
13121010538,"Fulton County (105.38)","Georgia",0,3319,0
24005430900,"Baltimore County (4309)","Maryland",0,5768,0
24005404502,"Baltimore County (4045.02)","Maryland",0,3584,0
37035010303,"Catawba County (103.03)","North Carolina",0,4633,0
37057060800,"Davidson County (608)","North Carolina",0,4840,0
48037011700,"Bowie County (117)","Texas",0,1958,0
24005491401,"Baltimore County (4914.01)","Maryland",0,4833,0
24005491701,"Baltimore County (4917.01)","Maryland",0,4247,0
24005420500,"Baltimore County (4205)","Maryland",0,3547,0
24005411307,"Baltimore County (4113.07)","Maryland",2,3697,0.05
42091203401,"Montgomery County (2034.01)","Pennsylvania",0,6404,0
26093742500,"Livingston County (7425)","Michigan",0,2245,0
17107953400,"Logan County (9534)","Illinois",0,3837,0
24031703208,"Montgomery County (7032.08)","Maryland",0,5277,0
17163501300,"St. Clair County (5013)","Illinois",0,3082,0
